1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
382,TO LOOK,להסתכל,SINGLE,https://vimeo.com/398634286,media382.mp4,6.632,6.389,6.610,1,מספריים,V.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,IM,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,"דינמי, משתנה",כן,בתחילת הסימן,שני מיקומים,עין,שטח נייטרלי,על קו האמצע,כן,קשת,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
384,TO KNOCK DOWN,להפיל,SINGLE,https://vimeo.com/497642544,media384.mp4,5.789,5.722,5.732,2,5,5.jpg,לא רלוונטי,N/A,5,5.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,מְחוּבָּר,"דינמי, משתנה","דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,על קו האמצע,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,כן,הנהון,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
385,LISTEN [WITH YOUR EARS],להקשיב [עם האוזניים],SINGLE,https://vimeo.com/398634425,media385.mp4,6.421,6.000,6.537,1,מעוגלת,C.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,כן,בתחילת הסימן,רֹאשׁ,אוזן,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
386,LISTEN [WITH EYES],להקשיב [עם העיניים],SINGLE,https://vimeo.com/497642566,media386.mp4,4.947,6.056,4.171,1,מעוגלת,C.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,כן,בתחילת הסימן,רֹאשׁ,עין,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
387,REMAINS 1,נשאר 1,SINGLE,https://vimeo.com/398634509,media387.mp4,6.526,4.111,3.756,2,נשבע,U-swear.jpg,לא רלוונטי,N/A,נשבע,U-swear.jpg,לא,IM,מוארכות,צמודות כמו בסימון B,חוצה,ללא מגע,כן,אותו,מְחוּבָּר,למטה,שתי ידיים פונות לצדדים מנוגדים,כן,מחובר,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
388,MATCH,להתאים,SINGLE,https://vimeo.com/497642497,media388.mp4,5.684,4.833,4.659,2,זָוִית,Bent.jpg,לא רלוונטי,N/A,זָוִית,Bent.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,משתנה,ללא מגע,כן,אותו,לא,"דינמי, משתנה",למעלה,כן (מגע סימטרי ביד2 במרחב נייטרלי),בסוף הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,צד דומיננטי>צד נגדי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,לא בטוח,סִימוּלטָנִי,לא (חד כיווני),לא,לא,כן,לא
390,TO THROW AWAY,לזרוק,SINGLE,https://vimeo.com/398634628,media390.mp4,6.211,5.944,6.220,1,אגרוף,Fist.jpg,להעתיק,Spray.jpg,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,כן,פתיחה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
391,LIKE,לחבב,SINGLE,https://vimeo.com/398634673,media391.mp4,5.211,4.778,5.415,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,מְחוּבָּר,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,בסוף הסימן,טוֹרסוֹ,טורסו עליון,לא רלוונטי,הצלבה,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
392,HUG,לחבק,SINGLE,https://vimeo.com/497642450,media392.mp4,6.789,6.500,6.610,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,לא,אחורה,שתי ידיים פונות לצדדים מנוגדים,כן,מחובר,טוֹרסוֹ,טורסו עליון,לא רלוונטי,הצלבה,לא בטוח,לא בטוח,לא רלוונטי,לא בטוח,לא רלוונטי,לא בטוח,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא,סִימוּלטָנִי,לא,לא,לא,לא,לא
393,TO SMILE,לחייך,SINGLE,https://vimeo.com/398634701,media393.mp4,6.895,6.722,6.780,2,אצבע,Index-1.jpg,לא רלוונטי,N/A,אצבע,Index-1.jpg,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,כן,אותו,לא,למטה,שתי ידיים פונות לצדדים מנוגדים,כן,מתמשך,רֹאשׁ,פה,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא בטוח,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
394,WAIT,לחכות,SINGLE,https://vimeo.com/497642375,media394.mp4,6.789,4.111,2.415,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,כן,בסוף הסימן,טוֹרסוֹ,טורסו עליון,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
395,TO SEARCH,לחפש,SINGLE,https://vimeo.com/398634798,media395.mp4,6.737,5.000,4.512,2,מספריים,V.jpg,לא רלוונטי,N/A,מספריים,V.jpg,לא,IM,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,כן,אותו,לא,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
396,CUT,לחתוך,SINGLE,https://vimeo.com/497642403,media396.mp4,6.579,6.667,6.610,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,אותו,לא,לצד הנגדי/למעלה,אַחֵר,כן,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,מאונך לאיבר בגוף,לא רלוונטי,לא בטוח,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא
397,TASTE,לטעום,SINGLE,https://vimeo.com/497642335,media397.mp4,6.737,5.611,4.390,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,למעלה,כן,מתמשך,רֹאשׁ,סנטר,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
398,TO CLIMB,לטפס,SINGLE,https://vimeo.com/398634932,media398.mp4,6.000,6.444,6.463,2,פשוקה,5-Open.jpg,אגרוף,Fist.jpg,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,מרובות,כן,לסירוגין,לא (חד כיווני),לא בטוח,לא,לא,לא
399,FALL 2,ליפול 2,SINGLE,https://vimeo.com/398634998,media399.mp4,5.895,5.056,4.561,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
400,TO TURN OFF,לכבות,SINGLE,https://vimeo.com/497642287,media400.mp4,6.474,5.556,4.220,2,צמודה,5-thumb.jpg,מפה/שטיח,Bent-thumb-closed.jpg,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,לא,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
401,TO COVER,לכסות,SINGLE,https://vimeo.com/497642248,media401.mp4,5.632,5.056,4.805,2,כפית,Curve.jpg,לא רלוונטי,N/A,אגרוף,Fist.jpg,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,למעלה,ללא מגע,לא,שונה,לא,"דינמי, משתנה",אַחֵר,כן,מתמשך,יד 2,כף יד שלמה - צד חיצוני,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,קשת,לא רלוונטי,במקביל לאיבר בגוף,לא רלוונטי,מרוחק>קרוב,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
402,TO WRITE,לכתוב,SINGLE,https://vimeo.com/398635411,media402.mp4,6.579,6.833,6.707,2,פרפר,F-curved.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TI,מעוקמות ,לא רלוונטי,מנוגד,סגור,לא,שונה,לא,אַחֵר,למעלה,קירוב בלבד,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,מאונך לאיבר בגוף,לא רלוונטי,צד נגדי>צד דומיננטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,כן (דו כיווני),לא,לא,לא,לא בטוח
403,TO WALK),ללכת (ברגל),SINGLE,https://vimeo.com/398635456,media403.mp4,6.684,6.889,6.683,1,מספריים,V.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,IM,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,כן,ניענוע (כמו ״מתמטיקה״),לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
404,TO LEAVE (A PLACE),ללכת (יוצא),SINGLE,https://vimeo.com/398635523,media404.mp4,6.316,5.056,2.659,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,אותו,לא,"דינמי, משתנה","דינמי, משתנה",כן,בסוף הסימן,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,לא בטוח,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
405,SLEEP,לישון,SINGLE,https://vimeo.com/496255469,media405.mp4,6.842,6.889,6.829,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,דומה,Flat-V-thumb(U-swear).jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,כן,אותו,מְחוּבָּר,למעלה/למטה (2 ידיים),לצד הדומיננטי,כן,מחובר,רֹאשׁ,אוזן,לא רלוונטי,באותו הצד,לא בטוח,לא בטוח,לא רלוונטי,לא בטוח,לא רלוונטי,לא בטוח,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא,סִימוּלטָנִי,לא רלוונטי,לא,לא,לא,לא
406,LICK,ללקק,SINGLE,https://vimeo.com/497642171,media406.mp4,5.421,5.778,3.073,2,זָוִית,Bent.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,משתנה,ללא מגע,לא,שונה,לא,למטה/למעלה (2 ידיים),קדימה,כן,מתמשך,יד 2,פנים כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,במקביל לאיבר בגוף,לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
407,HURRY,למהר,SINGLE,https://vimeo.com/398635690,media407.mp4,6.632,5.222,3.927,2,פשוקה,5-Open.jpg,לא רלוונטי,N/A,פשוקה,5-Open.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,כן,אותו,לא,למעלה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
